dt,AverageTemperature,State
19670108,20.618,Illinois
19670109,17.585,Illinois
19670110,12.215,Illinois
19670111,3.792,Illinois
19670112,0.18,Illinois
19680101,3.999,Illinois
19680102,3.221,Illinois
19680103,6.571,Illinois
19680104,11.674,Illinois
19680105,15.238,Illinois
19680106,22.766,Illinois
19680107,23.778,Illinois
19680108,23.729,Illinois
19680109,18.85,Illinois
19680110,12.807,Illinois
19680111,5.404,Illinois
19680112,1.41,Illinois
19690101,4.566,Illinois
19690102,0.332,Illinois
19690103,1.601,Illinois
19690104,11.936,Illinois
19690105,17.079,Illinois
19690106,20.506,Illinois
19690107,24.818,Illinois
19690108,23.303,Illinois
19690109,18.993,Illinois
19690110,11.805,Illinois
19690111,4.27,Illinois
19690112,2.02,Illinois
19700101,7.401,Illinois
19700102,1.777,Illinois
19700103,2.83,Illinois
19700104,12.052,Illinois
19700105,18.681,Illinois
19700106,21.52,Illinois
19700107,24.205,Illinois
19700108,23.431,Illinois
19700109,20.532,Illinois
19700110,12.931,Illinois
19700111,4.983,Illinois
19700112,0.65,Illinois
19710101,5.393,Illinois
19710102,1.363,Illinois
19710103,3.138,Illinois
19710104,11.269,Illinois
19710105,15.234,Illinois
19710106,24.474,Illinois
19710107,22.563,Illinois
19710108,22.384,Illinois
19710109,21.059,Illinois
19710110,16.566,Illinois
19710111,6.155,Illinois
19710112,2.691,Illinois
19720101,3.996,Illinois
19720102,2.102,Illinois
19720103,4.343,Illinois
19720104,10.39,Illinois
19720105,17.924,Illinois
19720106,20.772,Illinois
19720107,23.576,Illinois
19720108,23.229,Illinois
19720109,20.132,Illinois
19720110,11.078,Illinois
19720111,3.732,Illinois
19720112,2.514,Illinois
19730101,1.365,Illinois
19730102,0.285,Illinois
19730103,8.922,Illinois
19730104,10.554,Illinois
19730105,15.126,Illinois
19730106,22.772,Illinois
19730107,24.6,Illinois
19730108,23.934,Illinois
19730109,20.167,Illinois
19730110,15.347,Illinois
19730111,6.942,Illinois
19730112,1.841,Illinois
19740101,2.766,Illinois
19740102,0.062,Illinois
19740103,6.525,Illinois
19740104,12.419,Illinois
19740105,16.252,Illinois
19740106,19.949,Illinois
19740107,25.305,Illinois
19740108,22.501,Illinois
19740109,16.526,Illinois
19740110,12.438,Illinois
19740111,5.848,Illinois
19740112,0.074,Illinois
19750101,0.997,Illinois
19750102,1.405,Illinois
19750103,2.213,Illinois
19750104,9.312,Illinois
19750105,18.73,Illinois
19750106,22.605,Illinois
19750107,23.77,Illinois
19750108,24.165,Illinois
19750109,16.995,Illinois
19750110,13.844,Illinois
19750111,8.312,Illinois
19750112,0.452,Illinois
19760101,4.543,Illinois
19760102,3.757,Illinois
19760103,7.759,Illinois
19760104,12.448,Illinois
19760105,15.086,Illinois
19760106,21.902,Illinois
19760107,24.455,Illinois
19760108,21.976,Illinois
19760109,18.211,Illinois
19760110,9.45,Illinois
19760111,1.391,Illinois
19760112,4.359,Illinois
19770101,11.54,Illinois
19770102,1.306,Illinois
19770103,8.042,Illinois
19770104,14.325,Illinois
19770105,20.7,Illinois
19770106,21.752,Illinois
19770107,25.71,Illinois
19770108,22.611,Illinois
19770109,20.105,Illinois
19770110,11.485,Illinois
19770111,5.976,Illinois
19770112,2.969,Illinois
19780101,8.394,Illinois
19780102,7.784,Illinois
19780103,1.441,Illinois
19780104,11.628,Illinois
19780105,16.306,Illinois
19780106,22.431,Illinois
19780107,24.264,Illinois
19780108,23.256,Illinois
19780109,21.526,Illinois
19780110,11.635,Illinois
19780111,6.707,Illinois
19780112,1.245,Illinois
19790101,10.048,Illinois
19790102,7.458,Illinois
19790103,4.668,Illinois
19790104,9.662,Illinois
19790105,16.571,Illinois
19790106,22.278,Illinois
19790107,23.491,Illinois
19790108,23.031,Illinois
19790109,19.197,Illinois
19790110,12.688,Illinois
19790111,5.191,Illinois
19790112,1.408,Illinois
19800101,2.591,Illinois
19800102,4.558,Illinois
19800103,2.51,Illinois
19800104,10.311,Illinois
19800105,17.616,Illinois
19800106,21.665,Illinois
19800107,26.357,Illinois
19800108,25.524,Illinois
19800109,20.302,Illinois
19800110,10.94,Illinois
19800111,5.652,Illinois
19800112,0.401,Illinois
19810101,3.277,Illinois
19810102,0.179,Illinois
19810103,5.558,Illinois
19810104,14.254,Illinois
19810105,14.953,Illinois
19810106,22.885,Illinois
19810107,24.171,Illinois
19810108,22.721,Illinois
19810109,18.502,Illinois
19810110,11.661,Illinois
19810111,7.138,Illinois
19810112,2.187,Illinois
19820101,8.04,Illinois
19820102,3.577,Illinois
19820103,4.465,Illinois
19820104,8.607,Illinois
19820105,19.837,Illinois
19820106,19.609,Illinois
19820107,24.535,Illinois
19820108,22.195,Illinois
19820109,18.564,Illinois
19820110,13.116,Illinois
19820111,6.121,Illinois
19820112,3.573,Illinois
19830101,1.385,Illinois
19830102,1.609,Illinois
19830103,5.409,Illinois
19830104,8.417,Illinois
19830105,15.171,Illinois
19830106,22.486,Illinois
19830107,26.489,Illinois
19830108,26.468,Illinois
19830109,19.911,Illinois
19830110,13.298,Illinois
19830111,7.295,Illinois
19830112,7.893,Illinois
19840101,5.21,Illinois
19840102,2.715,Illinois
19840103,1.064,Illinois
19840104,10.234,Illinois
19840105,15.375,Illinois
19840106,23.789,Illinois
19840107,23.281,Illinois
19840108,24.212,Illinois
19840109,18.395,Illinois
19840110,14.52,Illinois
19840111,5.5,Illinois
19840112,2.273,Illinois
19850101,7.191,Illinois
19850102,3.828,Illinois
19850103,7.245,Illinois
19850104,13.852,Illinois
19850105,18.352,Illinois
19850106,20.818,Illinois
19850107,23.922,Illinois
19850108,21.92,Illinois
19850109,19.683,Illinois
19850110,13.644,Illinois
19850111,5.663,Illinois
19850112,5.908,Illinois
19860101,1.942,Illinois
19860102,1.698,Illinois
19860103,6.707,Illinois
19860104,13.458,Illinois
19860105,18.053,Illinois
19860106,22.974,Illinois
19860107,25.687,Illinois
19860108,21.346,Illinois
19860109,20.915,Illinois
19860110,13.034,Illinois
19860111,3.559,Illinois
19860112,0.055,Illinois
19870101,2.683,Illinois
19870102,2.304,Illinois
19870103,7.126,Illinois
19870104,12.009,Illinois
19870105,20.273,Illinois
19870106,23.913,Illinois
19870107,25.536,Illinois
19870108,23.904,Illinois
19870109,19.579,Illinois
19870110,9.519,Illinois
19870111,7.938,Illinois
19870112,1.264,Illinois
19880101,4.602,Illinois
19880102,3.177,Illinois
19880103,5.219,Illinois
19880104,11.303,Illinois
19880105,18.465,Illinois
19880106,23.442,Illinois
19880107,25.66,Illinois
19880108,25.995,Illinois
19880109,20.076,Illinois
19880110,9.472,Illinois
19880111,6.158,Illinois
19880112,0.365,Illinois
19890101,1.742,Illinois
19890102,5.046,Illinois
19890103,4.727,Illinois
19890104,10.891,Illinois
19890105,15.609,Illinois
19890106,21.559,Illinois
19890107,24.488,Illinois
19890108,23.112,Illinois
19890109,17.757,Illinois
19890110,13.4,Illinois
19890111,5.213,Illinois
19890112,7.39,Illinois
19900101,2.65,Illinois
19900102,2.167,Illinois
19900103,7.244,Illinois
19900104,10.731,Illinois
19900105,15.259,Illinois
19900106,22.431,Illinois
19900107,23.84,Illinois
19900108,22.981,Illinois
19900109,20.401,Illinois
19900110,11.866,Illinois
19900111,8.681,Illinois
19900112,0.705,Illinois
19910101,4.547,Illinois
19910102,1.482,Illinois
19910103,6.928,Illinois
19910104,13.428,Illinois
19910105,20.495,Illinois
19910106,24.165,Illinois
19910107,24.976,Illinois
19910108,24.137,Illinois
19910109,19.484,Illinois
19910110,13.363,Illinois
19910111,3.341,Illinois
19910112,1.088,Illinois
19920101,0.231,Illinois
19920102,3.093,Illinois
19920103,6.188,Illinois
19920104,10.692,Illinois
19920105,16.607,Illinois
19920106,20.776,Illinois
19920107,23.233,Illinois
19920108,20.766,Illinois
19920109,18.401,Illinois
19920110,12.236,Illinois
19920111,5.146,Illinois
19920112,0.413,Illinois
19930101,2.086,Illinois
19930102,2.592,Illinois
19930103,3.011,Illinois
19930104,9.755,Illinois
19930105,17.585,Illinois
19930106,21.652,Illinois
19930107,25.113,Illinois
19930108,24.303,Illinois
19930109,16.884,Illinois
19930110,11.285,Illinois
19930111,4.648,Illinois
19930112,0.063,Illinois
19940101,6.55,Illinois
19940102,2.564,Illinois
19940103,5.335,Illinois
19940104,11.949,Illinois
19940105,16.156,Illinois
19940106,23.491,Illinois
19940107,23.655,Illinois
19940108,22.003,Illinois
19940109,18.972,Illinois
19940110,13.801,Illinois
19940111,8.291,Illinois
19940112,2.365,Illinois
19950101,3.195,Illinois
19950102,1,Illinois
19950103,6.541,Illinois
19950104,10.227,Illinois
19950105,15.97,Illinois
19950106,22.737,Illinois
19950107,25.066,Illinois
19950108,26.492,Illinois
19950109,17.816,Illinois
19950110,13.225,Illinois
19950111,2.452,Illinois
19950112,1.887,Illinois
19960101,4.065,Illinois
19960102,0.821,Illinois
19960103,1.661,Illinois
19960104,9.458,Illinois
19960105,16.691,Illinois
19960106,22.26,Illinois
19960107,23.003,Illinois
19960108,23.59,Illinois
19960109,18.376,Illinois
19960110,12.975,Illinois
19960111,2.085,Illinois
19960112,0.569,Illinois
19970101,5.515,Illinois
19970102,1.055,Illinois
19970103,6.242,Illinois
19970104,8.929,Illinois
19970105,14.545,Illinois
19970106,21.847,Illinois
19970107,24.455,Illinois
19970108,22.283,Illinois
19970109,19.52,Illinois
19970110,12.957,Illinois
19970111,4.099,Illinois
19970112,0.372,Illinois
19980101,0.198,Illinois
19980102,4.587,Illinois
19980103,4.981,Illinois
19980104,11.622,Illinois
19980105,20.032,Illinois
19980106,22.446,Illinois
19980107,24.613,Illinois
19980108,24.381,Illinois
19980109,22.042,Illinois
19980110,13.894,Illinois
19980111,7.923,Illinois
19980112,2.039,Illinois
19990101,3.622,Illinois
19990102,3.196,Illinois
19990103,3.759,Illinois
19990104,12.571,Illinois
19990105,18.159,Illinois
19990106,22.775,Illinois
19990107,26.396,Illinois
19990108,22.781,Illinois
19990109,19,Illinois
19990110,12.818,Illinois
19990111,9.485,Illinois
19990112,0.692,Illinois
20000101,2.35,Illinois
20000102,3.136,Illinois
20000103,8.104,Illinois
20000104,11.032,Illinois
20000105,18.72,Illinois
20000106,21.704,Illinois
20000107,23.447,Illinois
20000108,24.232,Illinois
20000109,19.539,Illinois
20000110,14.723,Illinois
20000111,4.301,Illinois
20000112,7.593,Illinois
20010101,3.134,Illinois
20010102,0.522,Illinois
20010103,3.053,Illinois
20010104,14.388,Illinois
20010105,18.487,Illinois
20010106,21.48,Illinois
20010107,24.897,Illinois
20010108,24.313,Illinois
20010109,18.455,Illinois
20010110,12.411,Illinois
20010111,10.343,Illinois
20010112,2.498,Illinois
20020101,1.115,Illinois
20020102,1.621,Illinois
20020103,3.253,Illinois
20020104,12.17,Illinois
20020105,15.476,Illinois
20020106,23.657,Illinois
20020107,26.164,Illinois
20020108,24.418,Illinois
20020109,21.153,Illinois
20020110,11.355,Illinois
20020111,4.601,Illinois
20020112,0.35,Illinois
20030101,4.815,Illinois
20030102,2.899,Illinois
20030103,5.515,Illinois
20030104,12.115,Illinois
20030105,16.482,Illinois
20030106,20.413,Illinois
20030107,24.293,Illinois
20030108,24.692,Illinois
20030109,18.321,Illinois
20030110,12.717,Illinois
20030111,7.398,Illinois
20030112,1.289,Illinois
20040101,3.87,Illinois
20040102,0.901,Illinois
20040103,7.595,Illinois
20040104,12.458,Illinois
20040105,18.949,Illinois
20040106,21.474,Illinois
20040107,23.192,Illinois
20040108,20.939,Illinois
20040109,20.285,Illinois
20040110,13.299,Illinois
20040111,7.92,Illinois
20040112,0.203,Illinois
20050101,1.523,Illinois
20050102,2.405,Illinois
20050103,4.056,Illinois
20050104,13.116,Illinois
20050105,16.403,Illinois
20050106,24.264,Illinois
20050107,25.071,Illinois
20050108,24.708,Illinois
20050109,21.917,Illinois
20050110,13.419,Illinois
20050111,7.346,Illinois
20050112,2.939,Illinois
20060101,3.581,Illinois
20060102,0.439,Illinois
20060103,5.61,Illinois
20060104,14.129,Illinois
20060105,17.125,Illinois
20060106,22.264,Illinois
20060107,25.593,Illinois
20060108,24.371,Illinois
20060109,18.115,Illinois
20060110,11.02,Illinois
20060111,7.288,Illinois
20060112,2.265,Illinois
20070101,0.674,Illinois
20070102,5.415,Illinois
20070103,9.041,Illinois
20070104,10.307,Illinois
20070105,20.026,Illinois
20070106,22.994,Illinois
20070107,23.532,Illinois
20070108,26.195,Illinois
20070109,21.41,Illinois
20070110,15.743,Illinois
20070111,6.033,Illinois
20070112,0.726,Illinois
20080101,2.643,Illinois
20080102,3.076,Illinois
20080103,4.002,Illinois
20080104,11.005,Illinois
20080105,15.454,Illinois
20080106,23.151,Illinois
20080107,24.111,Illinois
20080108,22.72,Illinois
20080109,19.938,Illinois
20080110,12.578,Illinois
20080111,5.426,Illinois
20080112,2.563,Illinois
20090101,6.058,Illinois
20090102,0.467,Illinois
20090103,6.637,Illinois
20090104,10.956,Illinois
20090105,17.422,Illinois
20090106,22.947,Illinois
20090107,21.781,Illinois
20090108,22.196,Illinois
20090109,19.336,Illinois
20090110,10.39,Illinois
20090111,8.81,Illinois
20090112,1.324,Illinois
20100101,5.334,Illinois
20100102,3.166,Illinois
20100103,6.825,Illinois
20100104,14.969,Illinois
20100105,18.3,Illinois
20100106,24.233,Illinois
20100107,25.827,Illinois
20100108,25.443,Illinois
20100109,19.998,Illinois
20100110,13.967,Illinois
20100111,6.874,Illinois
20100112,3.909,Illinois
20110101,4.81,Illinois
20110102,0.749,Illinois
20110103,5.503,Illinois
20110104,11.925,Illinois
20110105,17.09,Illinois
20110106,23.152,Illinois
20110107,27.138,Illinois
20110108,24.35,Illinois
20110109,18.056,Illinois
20110110,13.239,Illinois
20110111,8.027,Illinois
20110112,2.421,Illinois
20120101,0.139,Illinois
20120102,2.265,Illinois
20120103,13.193,Illinois
20120104,12.668,Illinois
20120105,20.436,Illinois
20120106,22.973,Illinois
20120107,28.156,Illinois
20120108,23.681,Illinois
20120109,18.746,Illinois
20120110,11.67,Illinois
20120111,5.502,Illinois
20120112,2.856,Illinois
20130101,1.349,Illinois
20130102,1.096,Illinois
20130103,1.513,Illinois
20130104,10.187,Illinois
20130105,18.039,Illinois
20130106,22.35,Illinois
20130107,23.346,Illinois
20130108,23.083,Illinois
20130109,21.008,Illinois
19000101,0.492,Indiana
19000102,3.825,Indiana
19000103,1.232,Indiana
19000104,10.782,Indiana
19000105,17.711,Indiana
19000106,21.203,Indiana
19000107,23.606,Indiana
19000108,25.482,Indiana
19000109,20.783,Indiana
19000110,15.986,Indiana
19000111,5.185,Indiana
19000112,0.293,Indiana
19010101,1.697,Indiana
19010102,5.558,Indiana
19010103,4.005,Indiana
19010104,8.729,Indiana
19010105,15.453,Indiana
19010106,22.622,Indiana
19010107,26.787,Indiana
19010108,23.261,Indiana
19010109,18.802,Indiana
19010110,12.675,Indiana
19010111,3.221,Indiana
19010112,3.547,Indiana
19020101,2.761,Indiana
19020102,6.165,Indiana
19020103,5.866,Indiana
19020104,9.602,Indiana
19020105,18.476,Indiana
19020106,20.41,Indiana
19020107,23.922,Indiana
19020108,21.389,Indiana
19020109,17.233,Indiana
19020110,13.053,Indiana
19020111,9.207,Indiana
19020112,2.116,Indiana
19030101,3.281,Indiana
19030102,1.812,Indiana
19030103,7.67,Indiana
19030104,10.393,Indiana
19030105,18.059,Indiana
19030106,18.478,Indiana
19030107,23.573,Indiana
19030108,21.784,Indiana
19030109,18.665,Indiana
19030110,12.182,Indiana
19030111,2.931,Indiana
19030112,5.072,Indiana
19040101,6.54,Indiana
19040102,4.894,Indiana
19040103,4.242,Indiana
19040104,7.525,Indiana
19040105,16.212,Indiana
19040106,20.522,Indiana
19040107,22.365,Indiana
19040108,21.242,Indiana
19040109,19.06,Indiana
19040110,11.587,Indiana
19040111,5.1,Indiana
19040112,2.287,Indiana
19050101,5.852,Indiana
19050102,6.82,Indiana
19050103,7.113,Indiana
19050104,10.226,Indiana
19050105,16.956,Indiana
19050106,21.67,Indiana
19050107,22.862,Indiana
19050108,22.959,Indiana
19050109,19.358,Indiana
19050110,11.631,Indiana
19050111,4.794,Indiana
19050112,0.312,Indiana
19060101,1.069,Indiana
19060102,2.357,Indiana
19060103,0.499,Indiana
19060104,11.926,Indiana
19060105,17.188,Indiana
19060106,21.234,Indiana
19060107,22.731,Indiana
19060108,24.028,Indiana
19060109,20.865,Indiana
19060110,11.612,Indiana
19060111,4.83,Indiana
19060112,0.195,Indiana
19070101,0.162,Indiana
19070102,1.995,Indiana
19070103,8.454,Indiana
19070104,5.715,Indiana
19070105,13.293,Indiana
19070106,19.553,Indiana
19070107,23.435,Indiana
19070108,21.679,Indiana
19070109,18.369,Indiana
19070110,10.395,Indiana
19070111,3.843,Indiana
19070112,0.312,Indiana
19080101,1.38,Indiana
19080102,2.234,Indiana
19080103,6.77,Indiana
19080104,10.946,Indiana
19080105,17.238,Indiana
19080106,21.174,Indiana
19080107,23.793,Indiana
19080108,22.852,Indiana
19080109,20.936,Indiana
19080110,12.23,Indiana
19080111,6.017,Indiana
19080112,0.359,Indiana
19090101,0.819,Indiana
19090102,1.618,Indiana
19090103,3.726,Indiana
19090104,9.794,Indiana
19090105,15.148,Indiana
19090106,21.886,Indiana
19090107,22.195,Indiana
19090108,23.586,Indiana
19090109,17.553,Indiana
19090110,9.691,Indiana
19090111,9.932,Indiana
19090112,5.14,Indiana
19100101,2.597,Indiana
19100102,3.169,Indiana
19100103,10.142,Indiana
19100104,11.179,Indiana
19100105,13.859,Indiana
19100106,20.028,Indiana
19100107,23.729,Indiana
19100108,21.98,Indiana
19100109,19.124,Indiana
19100110,13.708,Indiana
19100111,2.589,Indiana
19100112,3.541,Indiana
19110101,0.393,Indiana
19110102,1.48,Indiana
19110103,4.376,Indiana
19110104,9.402,Indiana
19110105,19.597,Indiana
19110106,22.784,Indiana
19110107,23.655,Indiana
19110108,22.657,Indiana
19110109,20.523,Indiana
19110110,11.953,Indiana
19110111,2.509,Indiana
19110112,1.774,Indiana
19120101,8.799,Indiana
19120102,5.415,Indiana
19120103,0.114,Indiana
19120104,11.511,Indiana
19120105,17.65,Indiana
19120106,19.87,Indiana
19120107,23.56,Indiana
19120108,21.621,Indiana
19120109,19.81,Indiana
19120110,12.719,Indiana
19120111,5.487,Indiana
19120112,0.696,Indiana
19130101,0.711,Indiana
19130102,3.161,Indiana
19130103,3.863,Indiana
19130104,10.451,Indiana
19130105,16.838,Indiana
19130106,22.582,Indiana
19130107,25.001,Indiana
19130108,24.236,Indiana
19130109,18.685,Indiana
19130110,12.002,Indiana
19130111,8.04,Indiana
19130112,2.066,Indiana
19140101,0.977,Indiana
19140102,5.658,Indiana
19140103,2.835,Indiana
19140104,10.576,Indiana
19140105,17.754,Indiana
19140106,23.474,Indiana
19140107,24.985,Indiana
19140108,23.427,Indiana
19140109,18.594,Indiana
19140110,13.897,Indiana
19140111,6.14,Indiana
19140112,3.884,Indiana
19150101,4.238,Indiana
19150102,2.364,Indiana
19150103,1.426,Indiana
19150104,13.565,Indiana
19150105,14.95,Indiana
19150106,19.855,Indiana
19150107,22.317,Indiana
19150108,19.532,Indiana
19150109,19.764,Indiana
19150110,13.109,Indiana
19150111,7.092,Indiana
19150112,1.325,Indiana
19160101,0.442,Indiana
19160102,2.691,Indiana
19160103,2.549,Indiana
19160104,9.711,Indiana
19160105,17.17,Indiana
19160106,18.948,Indiana
19160107,25.985,Indiana
19160108,24.112,Indiana
19160109,18.005,Indiana
19160110,11.993,Indiana
19160111,6.166,Indiana
19160112,2.379,Indiana
19170101,2.253,Indiana
19170102,3.882,Indiana
19170103,4.821,Indiana
19170104,9.433,Indiana
19170105,12.791,Indiana
19170106,19.746,Indiana
19170107,22.901,Indiana
19170108,21.824,Indiana
19170109,17.62,Indiana
19170110,7.755,Indiana
19170111,4.991,Indiana
19170112,6.006,Indiana
19180101,10.803,Indiana
19180102,0.813,Indiana
19180103,7.69,Indiana
19180104,8.87,Indiana
19180105,19.283,Indiana
19180106,21.393,Indiana
19180107,22.162,Indiana
19180108,25.255,Indiana
19180109,14.777,Indiana
19180110,13.733,Indiana
19180111,5.633,Indiana
19180112,3.639,Indiana
19190101,0.023,Indiana
19190102,0.178,Indiana
19190103,5.394,Indiana
19190104,10.545,Indiana
19190105,14.849,Indiana
19190106,23.604,Indiana
19190107,25.013,Indiana
19190108,22.2,Indiana
19190109,20.291,Indiana
19190110,14.84,Indiana
19190111,4.759,Indiana
19190112,4.177,Indiana
19200101,5.822,Indiana
19200102,2.121,Indiana
19200103,5.204,Indiana
19200104,7.711,Indiana
19200105,15.483,Indiana
19200106,21.24,Indiana
19200107,22.358,Indiana
19200108,21.552,Indiana
19200109,19.961,Indiana
19200110,15.068,Indiana
19200111,4.548,Indiana
19200112,0.261,Indiana
19210101,0.549,Indiana
19210102,1.678,Indiana
19210103,9.639,Indiana
19210104,12.503,Indiana
19210105,17.659,Indiana
19210106,24.081,Indiana
19210107,26.423,Indiana
19210108,22.349,Indiana
19210109,21.42,Indiana
19210110,12.061,Indiana
19210111,5.988,Indiana
19210112,1.064,Indiana
19220101,3.642,Indiana
19220102,0.432,Indiana
19220103,5.808,Indiana
19220104,11.723,Indiana
19220105,18.697,Indiana
19220106,22.526,Indiana
19220107,23.118,Indiana
19220108,22.756,Indiana
19220109,20.812,Indiana
19220110,13.682,Indiana
19220111,6.659,Indiana
19220112,0.025,Indiana
19230101,0.327,Indiana
19230102,3.549,Indiana
19230103,3.14,Indiana
19230104,9.619,Indiana
19230105,15.37,Indiana
19230106,22.227,Indiana
19230107,23.715,Indiana
19230108,22.296,Indiana
19230109,18.969,Indiana
19230110,10.683,Indiana
19230111,5.713,Indiana
19230112,4.603,Indiana
19240101,5.172,Indiana
19240102,1.646,Indiana
19240103,2.022,Indiana
19240104,10.88,Indiana
19240105,13.022,Indiana
19240106,20.711,Indiana
19240107,21.747,Indiana
19240108,22.524,Indiana
19240109,16.236,Indiana
19240110,14.532,Indiana
19240111,5.584,Indiana
19240112,3.098,Indiana
19250101,3.169,Indiana
19250102,2.529,Indiana
19250103,5.836,Indiana
19250104,13.526,Indiana
19250105,14.256,Indiana
19250106,23.368,Indiana
19250107,23.257,Indiana
19250108,22.813,Indiana
19250109,22.301,Indiana
19250110,7.726,Indiana
19250111,4.029,Indiana
19250112,2.43,Indiana
19260101,2.398,Indiana
19260102,0.731,Indiana
19260103,0.808,Indiana
19260104,7.12,Indiana
19260105,17.127,Indiana
19260106,19.402,Indiana
19260107,23.893,Indiana
19260108,23.77,Indiana
19260109,19.508,Indiana
19260110,12.117,Indiana
19260111,3.651,Indiana
19260112,1.789,Indiana
19270101,2.888,Indiana
19270102,3.207,Indiana
19270103,6.26,Indiana
19270104,10.781,Indiana
19270105,15.9,Indiana
19270106,19.119,Indiana
19270107,23.001,Indiana
19270108,19.448,Indiana
19270109,21.009,Indiana
19270110,14.155,Indiana
19270111,7.785,Indiana
19270112,0.944,Indiana
19280101,2.211,Indiana
19280102,0.349,Indiana
19280103,3.865,Indiana
19280104,8.334,Indiana
19280105,15.937,Indiana
19280106,18.538,Indiana
19280107,23.525,Indiana
19280108,23.406,Indiana
19280109,16.674,Indiana
19280110,13.931,Indiana
19280111,5.917,Indiana
19280112,0.919,Indiana
19290101,4.554,Indiana
19290102,4.461,Indiana
19290103,8.16,Indiana
19290104,12.169,Indiana
19290105,15.055,Indiana
19290106,20.077,Indiana
19290107,23.613,Indiana
19290108,21.437,Indiana
19290109,18.517,Indiana
19290110,10.975,Indiana
19290111,3.193,Indiana
19290112,1.104,Indiana
19300101,4.452,Indiana
19300102,4.184,Indiana
19300103,3.645,Indiana
19300104,11.694,Indiana
19300105,17.272,Indiana
19300106,21.417,Indiana
19300107,24.989,Indiana
19300108,23.296,Indiana
19300109,19.834,Indiana
19300110,10.919,Indiana
19300111,5.806,Indiana
19300112,0.927,Indiana
19310101,0.032,Indiana
19310102,2.53,Indiana
19310103,2.179,Indiana
19310104,10.853,Indiana
19310105,14.891,Indiana
19310106,22.977,Indiana
19310107,25.483,Indiana
19310108,22.951,Indiana
19310109,21.766,Indiana
19310110,14.283,Indiana
19310111,10.12,Indiana
19310112,4.054,Indiana
19320101,2.91,Indiana
19320102,3.406,Indiana
19320103,0.74,Indiana
19320104,10.336,Indiana
19320105,16.818,Indiana
19320106,22.404,Indiana
19320107,24.319,Indiana
19320108,23.025,Indiana
19320109,18.46,Indiana
19320110,11.966,Indiana
19320111,3.007,Indiana
19320112,0.785,Indiana
19330101,2.969,Indiana
19330102,1.044,Indiana
19330103,3.971,Indiana
19330104,10.393,Indiana
19330105,17.906,Indiana
19330106,24.735,Indiana
19330107,24.669,Indiana
19330108,22.323,Indiana
19330109,21.872,Indiana
19330110,11.43,Indiana
19330111,4.339,Indiana
19330112,1.484,Indiana
19340101,0.655,Indiana
19340102,4.823,Indiana
19340103,2.13,Indiana
19340104,10.453,Indiana
19340105,18.73,Indiana
19340106,24.905,Indiana
19340107,26.67,Indiana
19340108,23.036,Indiana
19340109,18.795,Indiana
19340110,13.066,Indiana
19340111,7.584,Indiana
19340112,1.908,Indiana
19350101,1.301,Indiana
19350102,0.172,Indiana
19350103,8.196,Indiana
19350104,9.102,Indiana
19350105,13.952,Indiana
19350106,19.752,Indiana
19350107,25.163,Indiana
19350108,23.539,Indiana
19350109,18.513,Indiana
19350110,12.378,Indiana
19350111,5.065,Indiana
19350112,4.114,Indiana
19360101,5.955,Indiana
19360102,6.073,Indiana
19360103,6.411,Indiana
19360104,8.213,Indiana
19360105,18.486,Indiana
19360106,21.805,Indiana
19360107,27.05,Indiana
19360108,25.839,Indiana
19360109,20.966,Indiana
19360110,12.081,Indiana
19360111,3.277,Indiana
19360112,1.313,Indiana
19370101,0.059,Indiana
19370102,0.997,Indiana
19370103,2.262,Indiana
19370104,10.119,Indiana
19370105,16.681,Indiana
19370106,21.258,Indiana
19370107,23.323,Indiana
19370108,24.307,Indiana
19370109,17.844,Indiana
19370110,10.699,Indiana
19370111,3.488,Indiana
19370112,2.098,Indiana
19380101,1.998,Indiana
19380102,3.289,Indiana
19380103,8.251,Indiana
19380104,11.791,Indiana
19380105,16.65,Indiana
19380106,20.715,Indiana
19380107,23.88,Indiana
19380108,24.153,Indiana
19380109,19.498,Indiana
19380110,13.955,Indiana
19380111,6.717,Indiana
19380112,0.133,Indiana
19390101,0.746,Indiana
19390102,0.514,Indiana
19390103,5.471,Indiana
19390104,8.7,Indiana
19390105,18.102,Indiana
19390106,22.724,Indiana
19390107,23.613,Indiana
19390108,22.698,Indiana
19390109,21.681,Indiana
19390110,13.435,Indiana
19390111,4.495,Indiana
19390112,1.314,Indiana
19400101,9.315,Indiana
19400102,0.92,Indiana
19400103,2.498,Indiana
19400104,8.94,Indiana
19400105,14.655,Indiana
19400106,21.999,Indiana
19400107,24.009,Indiana
19400108,23.646,Indiana
19400109,18.012,Indiana
19400110,14.108,Indiana
19400111,4.396,Indiana
19400112,2.268,Indiana
19410101,1.29,Indiana
19410102,2.766,Indiana
19410103,1.702,Indiana
19410104,13.331,Indiana
19410105,18.313,Indiana
19410106,22.11,Indiana
19410107,24.314,Indiana
19410108,23.403,Indiana
19410109,20.989,Indiana
19410110,14.4,Indiana
19410111,6.217,Indiana
19410112,2.725,Indiana
19420101,2.453,Indiana
19420102,2.63,Indiana
19420103,5.847,Indiana
19420104,12.852,Indiana
19420105,17.158,Indiana
19420106,22.063,Indiana
19420107,24.233,Indiana
19420108,22.283,Indiana
19420109,18.022,Indiana
19420110,12.65,Indiana
19420111,6.781,Indiana
19420112,2.782,Indiana
19430101,2,Indiana
19430102,0.34,Indiana
19430103,2.576,Indiana
19430104,9.11,Indiana
19430105,16.421,Indiana
19430106,23.88,Indiana
